,TS1_V2_turnbaugh,TS10_V2_turnbaugh,TS100_V2_turnbaugh,TS101.2_V2_turnbaugh,TS103_V2_turnbaugh,TS104_V2_turnbaugh,TS105_V2_turnbaugh,TS106_V2_turnbaugh,TS107_V2_turnbaugh,TS109_V2_turnbaugh,TS11_V2_turnbaugh,TS110_V2_turnbaugh,TS111_V2_turnbaugh,TS115_V2_turnbaugh,TS116_V2_turnbaugh,TS117_V2_turnbaugh,TS118_V2_turnbaugh,TS119_V2_turnbaugh,TS12_V2_turnbaugh,TS120_V2_turnbaugh,TS124_V2_turnbaugh,TS125_V2_turnbaugh,TS126_V2_turnbaugh,TS127_V2_turnbaugh,TS128_V2_turnbaugh,TS129_V2_turnbaugh,TS13_V2_turnbaugh,TS130_V2_turnbaugh,TS131_V2_turnbaugh,TS132_V2_turnbaugh,TS133_V2_turnbaugh,TS134_V2_turnbaugh,TS135_V2_turnbaugh,TS136_V2_turnbaugh,TS137_V2_turnbaugh,TS138_V2_turnbaugh,TS139_V2_turnbaugh,TS14_V2_turnbaugh,TS140_V2_turnbaugh,TS141_V2_turnbaugh,TS142_V2_turnbaugh,TS143_V2_turnbaugh,TS144_V2_turnbaugh,TS145_V2_turnbaugh,TS146_V2_turnbaugh,TS147_V2_turnbaugh,TS148_V2_turnbaugh,TS149_V2_turnbaugh,TS15_V2_turnbaugh,TS150_V2_turnbaugh,TS151_V2_turnbaugh,TS152_V2_turnbaugh,TS153_V2_turnbaugh,TS154.2_V2_turnbaugh,TS155_V2_turnbaugh,TS156_V2_turnbaugh,TS16_V2_turnbaugh,TS160_V2_turnbaugh,TS161_V2_turnbaugh,TS162_V2_turnbaugh,TS163_V2_turnbaugh,TS164_V2_turnbaugh,TS165_V2_turnbaugh,TS166_V2_turnbaugh,TS167_V2_turnbaugh,TS168_V2_turnbaugh,TS169_V2_turnbaugh,TS17_V2_turnbaugh,TS170_V2_turnbaugh,TS178_V2_turnbaugh,TS179_V2_turnbaugh,TS180_V2_turnbaugh,TS181_V2_turnbaugh,TS182_V2_turnbaugh,TS183_V2_turnbaugh,TS184_V2_turnbaugh,TS185_V2_turnbaugh,TS186_V2_turnbaugh,TS19_V2_turnbaugh,TS190_V2_turnbaugh,TS191_V2_turnbaugh,TS192_V2_turnbaugh,TS193_V2_turnbaugh,TS194_V2_turnbaugh,TS195_V2_turnbaugh,TS2_V2_turnbaugh,TS20_V2_turnbaugh,TS21_V2_turnbaugh,TS22_V2_turnbaugh,TS23_V2_turnbaugh,TS25_V2_turnbaugh,TS26_V2_turnbaugh,TS27_V2_turnbaugh,TS28_V2_turnbaugh,TS29_V2_turnbaugh,TS3_V2_turnbaugh,TS30_V2_turnbaugh,TS31_V2_turnbaugh,TS32_V2_turnbaugh,TS33_V2_turnbaugh,TS34_V2_turnbaugh,TS35_V2_turnbaugh,TS37_V2_turnbaugh,TS38_V2_turnbaugh,TS39_V2_turnbaugh,TS4_V2_turnbaugh,TS43_V2_turnbaugh,TS44_V2_turnbaugh,TS49_V2_turnbaugh,TS5_V2_turnbaugh,TS50_V2_turnbaugh,TS51_V2_turnbaugh,TS55_V2_turnbaugh,TS56_V2_turnbaugh,TS57_V2_turnbaugh,TS6_V2_turnbaugh,TS61_V2_turnbaugh,TS62_V2_turnbaugh,TS63_V2_turnbaugh,TS64_V2_turnbaugh,TS65_V2_turnbaugh,TS66_V2_turnbaugh,TS67_V2_turnbaugh,TS68_V2_turnbaugh,TS69_V2_turnbaugh,TS7_V2_turnbaugh,TS70_V2_turnbaugh,TS71_V2_turnbaugh,TS72_V2_turnbaugh,TS73_V2_turnbaugh,TS74_V2_turnbaugh,TS75_V2_turnbaugh,TS76_V2_turnbaugh,TS77_V2_turnbaugh,TS78_V2_turnbaugh,TS8_V2_turnbaugh,TS82_V2_turnbaugh,TS83_V2_turnbaugh,TS84_V2_turnbaugh,TS85_V2_turnbaugh,TS86_V2_turnbaugh,TS87_V2_turnbaugh,TS88_V2_turnbaugh,TS89_V2_turnbaugh,TS9_V2_turnbaugh,TS90_V2_turnbaugh,TS91_V2_turnbaugh,TS92_V2_turnbaugh,TS94_V2_turnbaugh,TS95_V2_turnbaugh,TS96_V2_turnbaugh,TS97_V2_turnbaugh,TS98_V2_turnbaugh,TS99.2_V2_turnbaugh
Succinispira,0,0,0.00027105,0,0,0,0,0,0,0,0,0,0,0,0,0.00047539,0.00040897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087652,0,0,0.00057514,0,0,0,0,0.00015235,0,0,0,0,0,0,0.00065726,0,0,0.00036715,0,0,0,0,0,0,0,0,0.00023448,0,0,0,0,0,0,0,0,0,0,0,0,0.00032189,0,0,0,0,0,0,0,0,0,0,0,0,0.00010169,0,0,0,0,4.85E-05,0.00055885,0,0,0,0,0,0,0,0,0,8.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042497,0,0.00025056,0,0,0,0,0,0,0,0,0,0.00068223,0,0.00026779,0
Bacteroides,0.32964556,0.29100909,0.36381782,0.02373627,0.21578076,0.40658121,0.0493045,0.21639239,0.16871252,0.4977741,0.41557552,0.0865297,0.19135089,0.02233836,0.09354119,0.1795918,0.52709342,0.30323708,0.36810468,0.03430421,0.34531834,0.3928208,0.02425058,0.16653258,0.39607509,0.38755782,0.28830811,0.61749233,0.31047884,0.36384496,0.28331579,0.16156323,0.36128028,0.0424185,0.25471061,0.09277246,0.0108423,0.00841213,0.08051921,0.29134118,0.08715919,0.21808083,0.10867774,0.37178857,0.2266991,0.27188555,0.31752359,0.33235294,0.04641767,0.0072164,0.1858811,0.27920616,0.26744876,0.28318569,0.29176347,0.40144387,0.3916011,0.03699772,0.2494566,0.70037956,0.35646113,0.52570026,0.13120376,0.46821944,0.07216578,0.14094203,0.11543986,0.41712371,0.00264869,0.01152375,0.0031248,0.60677826,0.41389691,0.38675525,0.63370347,0.4103597,0.21391789,0.42412763,0.32658031,0.21917984,0.51524517,0.21804962,0.18392769,0.34477567,0.35230755,0.20298812,0.08103849,0.20643022,0.02706523,0.07573817,0.33006943,0.56897575,0.22151829,0.20500752,0.02762471,0.19274461,0.10174719,0.25423968,0.13549364,0.05337696,0.01399528,0.01257527,0.4805035,0.01409089,0.4864702,0.56203634,0.27715701,0.04226791,0.04278751,0.07032475,0.00306505,0.021891,0.20120509,0.36208017,0.23832993,0.20441205,0.21251881,0.59368913,0.24640747,0.25489168,0.12195213,0.21349819,0.25626526,0.31636703,0.21581027,0.14477978,0.24908413,0.2880669,0.29152284,0.45756442,0.13456504,0.26161741,0.42932694,0.0004945,0.07441602,0.24562338,0.02343244,0.21168049,0.01142463,0.24796834,0.24442298,0.06363471,0.5900983,0.27067905,0.38231362,0.44102875,0.0284369,0.14839859,0.43329933,0.45239678,0.30378157,0.36869814,0.41836974,0.6698215
Butyrivibrio,0,0,0,0,0,0,0,0.00034942,0,0,0.00035313,0,0.00111937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001279,0,0.00097093,0,0,0,0,0.00057736,0,0,0,0,0,0.00231221,0,0,0,0.00065485,0.00046796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031707,0,0,0,0,7.92E-05,3.00E-05,0,0,0,9.69E-05,0,0,0,0,0,0,0,0,0.00011485,0,0,0,0,0,0,0,0,0.00129399,0.00033221,6.99E-05,0,0,0,0,0,0,0,0,0.00062404,0,0,0,0.00023677,0,0,0.00046907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044708,0,0,0,0,0,0,0,0,0
Porphyromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfonispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella,0,0,0,0.00050935,0,0.00074901,0,0,0.14511018,0.01238543,0,0,0.01154552,0.32487373,0.03571634,0,0.0012488,0.00047317,0,0.29853162,0.00173799,0.00242703,0.00796921,0,0,0,0.00020402,0.00039926,0,0,0.00060551,0,0,0.04561641,0.14474821,0,0.00045679,0.00054437,0.26538861,0,0.00051899,0.00034966,0.38325977,0,0.0004838,0,0.00489894,0.00034818,0.3133222,0,0.00037182,0,0,0.05415256,0.05720652,0.00617091,0.00621805,0.54595254,0,0.00037637,0,0.00059008,0.00068418,0.00036479,0.00230851,0.00350072,0.12996854,0,0,0.00081849,0.00310369,0,0,0,0,0,0,0,0.0005287,0,0,0,0.106092,0,0,0,0.25073741,0.0005709,0,0,0.0001477,0.00017667,0.00061693,0,0,0,0,0.0001462,0.26556007,0.02472407,0.01032651,0.32678903,0,0.06769625,0,0,0.00096458,0.06168785,0.00432644,0.00020361,0,0.02557566,0.00034138,0,0,0.2062736,0,0,0,0,0,0,0.00131134,0.07680037,0.00022678,0.2176753,0,0,0,0,0.08904714,0,0,0.00616307,0.46814459,0.00019249,0.48104215,0.0432876,0.59909333,0.01893439,0.07022268,0.09674144,0,0,0.00022839,0.00053132,0.04611327,0,0,0,0.02083677,0,0,0
Syntrophococcus,0.00089336,0.0004025,0,0.00033341,0.00076008,0,0,0.00034942,0.00027684,0,0.00140953,0.00036801,0.00056018,0,0.0006322,0,0,0.00123602,0,0,0.00075822,0.00031828,0.00047468,0.0007087,0,0,0.0026561,0,0.00046751,0,0.00039629,0.00063217,0,0.00066385,0,0.00090311,0.00149121,0.00020403,0,0,0,0.00022899,0,0,0,0,0,0.00037937,0.00057205,0.00035029,0.00072845,0.00029919,0,0,0,0,0.00047008,0.00036715,0,0,0,0.0003862,0.00089446,0,0.00113267,0.00196255,0.00023448,0.0016746,0.00032855,0,0,0,0,0,0,0,0.00035385,0,0.0007774,0,0,0.00015603,0.0004457,0,0,0.00062651,0.00032049,0.00136742,0.00098898,0.00170455,0.00038471,0.00023075,0,0.00046873,0.00031167,0.00096334,0.00033853,0.00014342,0,0.00057024,0,0.00024662,0.00024462,0.00024422,0.0004724,0,0.00031604,0,0.00064749,0.00026597,0.00048344,0.00123625,0.00111387,0.00034099,0.01166641,0,0.00286909,0,0.00127114,0.00062404,0,0.00087013,0,0,0.00014864,0.00170808,0.00046907,0.00054095,0,0.00027163,0.00089681,0.00060035,0,0.00036731,0.00051722,0.00075231,0.00049793,0.00115632,0.00042497,0.00082637,0,0.00084445,0.00035113,0.00080306,7.54E-05,0.00138812,0,0,0,0,0,0.00040886,0.00026779,0
Roseburia,0.01160166,0.06383921,0.05266067,0.028921,0.13967219,0.02396823,0.03458293,0.080137,0.02068864,0.03779267,0.06021558,0.01321351,0.07353379,0.01554504,0.01031058,0.05313305,0.03141474,0.03149402,0.05630886,0.01697578,0.04126934,0.02982504,0.01894804,0.0221755,0.03630794,0.02608794,0.02270211,0.04479372,0.06018127,0.02413094,0.04032082,0.06438044,0.09260301,0.0570057,0.02551137,0.03969397,0.02980526,0.01634528,0.01044206,0.0647892,0.00880761,0.06885431,0.02727285,0.02443386,0.00726221,0.10213417,0.03428958,0.11290523,0.02531774,0.0846453,0.01042777,0.00596489,0.00814069,0.01657583,0.00984491,0.03804077,0.02767662,0.01574558,0.06850298,0.02356445,0.09254503,0.07126339,0.00446832,0.07303035,0.02187991,0.07061681,0.00887318,0.04937234,0.0026214,0.00801941,0.00174002,0.03002709,0.04901018,0.04241573,0.02475769,0.16257138,0.04657754,0.02836778,0.13323989,0.0356194,0.03571734,0.03224708,0.0760447,0.0078178,0.0121048,0.02517797,0.07708559,0.04885066,0.04874132,0.06388427,0.00287883,0.00603185,0.01480229,0.02073725,0.02858261,0.02769492,0.02447212,0.01115763,0.01060009,0.02954468,0.05349667,0.04740526,0.0650479,0.02991711,0.07243909,0.03192196,0.06679043,0.03271895,0.0505084,0.05259753,0.00806458,0.02541858,0.02760021,0.05762881,0.5166118,0.03722614,0.02007766,0.04616703,0.08171311,0.03592978,0.05475126,0.01216888,0.05398144,0.09761039,0.02879061,0.06039906,0.01825561,0.02645879,0.02077824,0.03951229,0.05106205,0.22775412,0.09509964,0.14212866,0.01600392,0.02679769,0.02882271,0.07682948,0.0182317,0.05282489,0.04117761,0.05819913,0.06267395,0.03729672,0.05509134,0.02774344,0.04070747,0.02078417,0.02037049,0.02090924,0.04564331,0.10889884,0.02187765,0.05429865
Slackia,0.00061928,0,0,0,0,0,0,0,0.00382329,0,0,0,0.00193818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004609,0,0,0,0,0,0,0.00114914,0,0,0,0,0,0,0,0,0,0,0.00328208,0,0,0,0.00022081,0.00161438,0,0,0,0,0,0.00199768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092694,0,0,0,0,0,0,0,0,0,0,0,0,0.0046227,0.00117837,0,0,0,0.00086167,0,0,0,0,0.0045356,0,0,0.00148269,0,0,0,0.00098701,0,0.00085189,0,0.00337134,0,0,0,0.01397496,0.02827649,0,0,0.00197604,0,0,0,0,0,0,0,0.00287886,0,0,0,0,0.00255832,0.00084583,0,0,0,0,0,0,0,0,0.00178934,0,0,0,0,0,0,0.00146198,0,0.00277956,0,0,0.00522392,0,0,0,0,0,0,0
Eggerthella,0,0.00108281,0.00072863,0.00447935,0,0.00131893,0.00271495,0,0.00148744,0,0,0.0019788,0,0,0.00056791,0.00064011,0,0,0,0.0228698,0.00102114,0.00085589,0,0.00635717,0,0,0.0010741,0,0.00440048,0.00333519,0,0.00170165,0.0023623,0.001787,0,0,0,0.01477176,0,0,0.0018263,0.00061531,0,0,0,0.00198556,0,0,0,0,0.00261443,0.00482181,0,0,0.00884229,0,0.00252881,0,0,0.00727594,0.00167452,0.00103891,0.00481578,0,0.00101741,0,0,0,0,0.00216152,0,0,0.00065798,0,0,0,0.00190248,0.00449704,0.00081454,0,0,0.00041872,0,0,0,0.00105438,0.00094011,0.00050306,0.00133203,0.01721399,0.00051794,0.0007748,0,0,0,0.00028911,0.00022837,0.00012892,0,0,0.00279986,0,0,0,0,0.00081241,0.00169874,0.00724676,0.00413812,0.00071495,0,0.00281726,0.00539843,0,0.00172802,0,0,0.00094336,0.00342331,0.00056058,0.00098448,0,0,0,0.00119442,0,0,0,0,0.00073018,0.0024147,0.00323083,0,0.00296199,0,0.0001697,0,0,0.00114336,0.00111296,0,0.00227363,0.0018878,0,0,0,0,0,0.00288966,0.00085458,0.00183653,0,0,0.0006752
Oxalobacter,0.00072232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425283,0,0,0,0,0,0,0,0,0,0,0,0.0010741,0,0,0.00250165,0,0,0,0.0013405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129792,0,0,0,0,0.00128836,0,0,0,0,0,0,0.00092956,0,0,0,0,0,0,0,0.00046114,0,0,0,0,0,0,0,0,0,0,0,0.00096109,0,0,0,0.00095323,0,0,0,0,0.00147622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227841,0,0,0,0,0,0,0,0,0,0.00140257,0,0,0,0,0,0,0,0
Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051315,0,0,0,0
Mogibacterium,0,0,0.00043758,0.0005384,0,0,0,0,0,0,0,0,0.00045301,0,0.00102144,0,0,0,0,0,0.00061308,0,0,0,0,0.00115645,0,0,0,0,0,0,0,0,0,0.00145942,0.00048284,0,0.00058306,0,0,0,0,0,0,0,0.00030558,0,0,0,0,0,0,0,0,0,0.00177047,0,0,0,0,0,0.00144543,0.00038557,0.00061084,0,0,0,0,0,0.00046957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051594,0.00038022,4.80E-05,0,0,0,0,0.00027957,0.00016378,0,0.00050325,0.00051959,0,7.78E-05,0,0,0,0,0,0,0,0,0,0,0.00026229,0,0,0,0,0,0,0,0,0,0.00136992,0.0006725,0,0,0,0,0,0.00013242,0,0,0,0,0,0,0,0,0,0.00010222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio,0.00192453,0,0.00048609,0,0,0.00087962,0,0,0,0.0036377,0.00063353,0,0.00050323,0,0.00718186,0,0,0,0,0,0.00136119,0.00114085,0,0.00042474,0,0,0.00429341,0,0,0,0,0,0,0,0.00214232,0,0.00053637,0.00018335,0.0038814,0.00157369,0,0,0.00051667,0,0,0,0.0050773,0,0.00034293,0,0,0,0,0.00270766,0,0.00103631,0.00280968,0.00065872,0,0,0,0.00138487,0,0,0,0,0,0,0,0,0,0,0,0,0.00089939,0.00080327,0.00063483,0,0,0,0,0,0.00159863,0,0,0.0002819,0,5.68E-05,0.00059257,0,0,0.00031052,0.00072447,0,0,0,0.00015258,0.00025684,0.00458184,0.00020551,0.00466576,0.00617784,0,0,0.00254131,0.00126319,0,0,0,0,0,0.00051305,0,0.00061172,0,0,0,0,0,0,0,0,0,0,0,0.00058508,0.00084179,0,0,0,0,0,0,0,0,0.00483697,0,0.00103864,0.0060936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidaminococcus,0,0,0,0,0,0,0,0,0.0046902,0,0,0,0,0.00172812,0.02251376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087646,0,0,0.00661649,0,0,0,0.00087652,0,0.0127685,0.00287172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013087,0,0,0,0.00053556,0.00029084,0,0,0,0,0,0,0.01279386,0.0230342,0,0.00063315,0,0,0,0,0,0,0.00198853,0,0.00213044,0,0,0,0,0,0,0,0,0.00661547,0,0,0,0.00536067,0,0,0,0.01260278,0,0,0,0,0.00161632,0,0,0.00743609,0,0,0,0,0,0,0,0,0,0,0,0.0014052,0,0,0,0,0,0,0,0.00154967,0,0,0,0.0127201,0,0.00025056,0.00084445,0.00735369,0,0,0.00034778,0,0,0,0,0.01566925,0.00244814,0.00560356,0.00550583
Megasphaera,0,0,0.00513194,0.0023279,0,0,0,0,0.01986113,0,0,0,0,0.008982,0.01199378,0,0.00204085,0.07379346,0,0.01697578,0,0.00349105,0.01326393,0,0,0,0,0,0,0.00216651,0.02450912,0,0.00263008,0,0,0.01112706,0.00029904,0,0,0,0,0.01687234,0.01177096,0,0,0,0.01997127,0,0,0.00011743,0,0,0.02939431,0,0,0,0,0,0,0,0,0,0,0,0.02112546,0,0,0,0.00655199,0.03341103,0.00347904,0,0.00951024,0.00439765,0.00800316,0,0,0.01390628,0.0169524,0,0,0,0,0,0,0,3.00E-05,0.00829271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024662,0,0.00316287,0.00392931,0,0.00945233,0.00806844,0,0,0,0.01007301,0,0,0,0,0,0,0,0,0.001096,0,0,0,0,0,0,0,0,0,0,0.00179905,0.00189038,0,0.01187414,0,0,0,0.01950361,0,0.0167212,0,0,0.00481335,0,0.00069456,0,0.01195132,0.02412276,0,0.02520645,0,0.01040575,0.01776659
Selenomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136346,0,0,0
